,0,1
396,1,"""The battery died after 13 months"""
397,1,"""I have used many utility programs to try and resolve some of these issues but to no avail"""
398,1,"""The only good thing about this computer is the 60gig hard drive and integrated 802_11b"""
399,1,"""You can buy a 802_11b card from Sony that doesn't stick out"""
400,2,"""I called their technical support and they diagnosed it was a back light problem"""
401,2,"""I have to find a place myself to fix it"""
402,2,"""The floppy driver broke one week after purchasing"""
403,1,"""I have always been a big fan of sony, but not anymore"""
404,1,"""Also after less then a year the hard drive breaks, not to mention it gets very hot very quickly"""
405,1,"""Sony says they will look at it but I need to pay shipping to send it to them and a 50_00 fee just for them to analize the problem, thats not including repairs"""
406,1,"""I have a warranty but now I am without my camera for the holidays (4-6 weeks for repairs)I do NOT reccomend this or any sony product"""
407,1,"""For one, when I bought this, and why I bought this, is that Sony offered ""Lifetime"" customer support on the product"""
408,1,"""After a lengthy bitch session, I was finally transferred back to America where they handled my questions free of charge"""
409,1,"""I have to place a buisiness card wedged under the door to get the unit to boot, and it will still only run on one slot, so I'm limited to 512 memory"""
410,1,"""In short, VERY BAD EXPERIENCE with this product, and VERY BAD customer support and ZERO support for a defaulty product that they should recall"""
411,1,"""A friend of mine owns a very large internet company here in California, and we were playing golf, and he was going to buy over 100 Sony brand Lap Tops, that is, until I told him what happened"""
412,1,"""Sony will fix it for $700 DOLLARS"""
413,1,"""I have a very old IBM and a very OLD HP that are in better shape"""
414,1,"""I have been very happy, its was more powerful and reliable for half the price working on its 2nd year"""
415,1,"""I called Sony and received the worst customer service ever"""
416,1,"""Its amazing how things like this happen right after the warranty expires"""
417,1,"""Almost seems like the Sony engineers design them that way"""
418,1,"""I find that if I continually blow the processor fan off with compressed air to keep the dust down it helps a little"""
419,1,"""Sony Technical support is a Joke"""
420,1,"""I tried to contactSONY customer service, it is worst"""
421,2,"""I found I could save other files too on my Memory Stick, including Microsoft Excel files, and transfer them to my PC as the 680 comes *without* a floppy drive"""
422,2,"""It crashed under warranty but I waited to get help from Sony"""
423,2,"""Warranty expired, no repairs unless I was willing to fork out hundreds of dollars"""
424,2,"""The Geek Squad stated they could not fix it, even though it was that Best Buy that sold it to me"""
425,2,"""Luckily my brother owns a computer repair shop"""
426,2,"""I sent him the hard drive to see if the novel I was writing on it could be saved"""
427,2,"""He was however able to find a replacement hard drive on eBay"""
428,2,"""I would get the extended warranty or change compatible digital camera and laptop systems before I got another Sony or VAIO"""
429,1,"""Unfortunately, three things went wrong: Amazon shipped the Toshiba box free-floating among a sea of packing peanuts"""
430,1,"""and the Toshiba itself arrived with a top to bottom series of dead display lines down the middle of the otherwise beautiful screen"""
431,1,"""The return policy conditions, though understandable, delayed pickup of the product, which in turn delayed the credit to my account, which in turn delayed my alternate purchase from Dell"""
432,1,"""Though I will never know where the damage occured, I won't be purchasing anything this delicate again from Amazon"""
433,1,"""Everything people say about the brilliance of the screen is true"""
434,1,"""It has had the HD replaced, the RAM replaced and been in for repairs 3 times"""
435,1,"""My Toshiba notebook is on the way back to the Kentucky repair depot for the third time now (been without it for over a month now)"""
436,1,"""And they could care less and won't even consider honoring they warranty which says ""repair or replace"""""
437,1,"""Motherboard/hard drive crashed after 6 months, was ""fixed"" by Toshiba, then broke down again w/ the same problem after 2 months"""
438,1,"""Countless phone conversations and letters to Customer Service and got the runaround big-time"""
439,1,"""I've owned 3 notebooks (Dell, IBM) and countless desktops in the past, and while I've had software problems, software glitches and the like, none ever had hardware problems"""
440,1,"""I called Toshiba, they said to try to reinstall Windows"""
441,1,"""b/c they said the hard drive or motherboard was so damaged"""
442,1,"""And the only explanation I got was from that one page invoice which said ""Bad Hard Drive/Motherboard"""""
443,1,"""I called Toshiba's ""Customer"" Customer Service dept"""
444,1,""", which is based in India, they said that since warranty expired, can't do anything about it"""
445,1,"""I tell them I bought a lemon, and at the very least they should fix it (not sure I would've used it, but wanted this as a courtesy at very least) and after being forwarded to the Depot dept"""
446,1,"""and back to ""Customer"" Customer Service, and back to Depot, getting hanged up on, back to Depot, ad nauseum"""
447,1,"""When I insist I sent it, they put me on hold for like 30 mintues, then say that the address that I sent it to was the ""Corporate"" Customer Service, and that they are ""Customer"" Customer Service"""
448,1,"""The battery mysteriously started out at 5 (or 6, cant' remember for sure) hour capacity, then went down progressively to 3_5 maximum capacity for some reason, even tho I followed the manual and properly depleted it every month"""
449,1,"""I brought it to the local service center in Honolulu"""
450,1,"""' I told her that my legally-binding warranty gave me the right to a replacement"""
451,1,"""' (Think carefully about that before you buy a Toshiba product: they do not honor their warranty"""
452,1,"""They told me to bring it to the local service center"""
453,1,"""I went to the local Honolulu service center and there was a sign on the door saying that it had closed three months ago"""
454,1,"""When I called Istanbul again, they told me ' he HAS to repair your computer"""
455,1,"""Tell him he HAS to repair your computer"""
456,1,"""She put me on hold and when she returned she said, ' I'm sorry, Toshiba doesn't have an authorized service center in Hawaii"""
457,1,"""' Last time I shipped my computer in for repairs it took three weeks to get it back"""
458,1,"""I can't do that again for a broken CD/DVD drive"""
459,1,"""They want me to ship it back to the same depot that didn't repair my computer the last time"""
460,1,"""The service is terrible, the repair centers send things back unrepaired, and in my case the products have failed multiple times"""
